,index,AEROPORTO_DE_ORIGEM_SIGLA,AEROPORTO_DE_DESTINO_SIGLA,ASSENTOS
3987,6159,SBRF,SBBH,148.0
3988,6160,SBRF,SBBR,153.0
3989,6161,SBRF,SBBV,116.0
3990,6163,SBRF,SBCF,149.0
3991,6165,SBRF,SBCT,99.0
3992,6167,SBRF,SBCY,155.0
3993,6168,SBRF,SBDN,118.0
3994,6169,SBRF,SBEG,121.0
3995,6170,SBRF,SBFE,118.0
3996,6171,SBRF,SBFI,140.0
3997,6172,SBRF,SBFL,170.0
3998,6173,SBRF,SBFN,97.0
3999,6174,SBRF,SBFZ,133.0
4000,6175,SBRF,SBGL,153.0
4001,6176,SBRF,SBGO,139.0
4002,6177,SBRF,SBGR,151.0
4003,6178,SBRF,SBIL,86.0
4004,6179,SBRF,SBIZ,152.0
4005,6181,SBRF,SBJE,120.0
4006,6182,SBRF,SBJP,127.0
4007,6183,SBRF,SBJU,100.0
4008,6185,SBRF,SBKG,98.0
4009,6186,SBRF,SBKP,110.0
4010,6188,SBRF,SBLO,118.0
4011,6189,SBRF,SBMA,146.0
4012,6191,SBRF,SBMK,114.0
4013,6193,SBRF,SBMO,102.0
4014,6194,SBRF,SBMQ,151.0
4015,6195,SBRF,SBMS,70.0
4016,6197,SBRF,SBNT,125.0
4017,6198,SBRF,SBPA,168.0
4018,6199,SBRF,SBPB,117.0
4019,6200,SBRF,SBPJ,159.0
4020,6201,SBRF,SBPL,134.0
4021,6202,SBRF,SBPS,135.0
4022,6203,SBRF,SBPV,159.0
4023,6204,SBRF,SBRF,86.0
4024,6205,SBRF,SBRJ,161.0
4025,6206,SBRF,SBRP,130.0
4026,6207,SBRF,SBSG,88.0
4027,6208,SBRF,SBSJ,140.0
4028,6209,SBRF,SBSL,137.0
4029,6210,SBRF,SBSN,174.0
4030,6211,SBRF,SBSP,166.0
4031,6212,SBRF,SBSR,163.0
4032,6213,SBRF,SBSV,134.0
4033,6214,SBRF,SBTE,147.0
4034,6215,SBRF,SBUF,61.0
4035,6216,SBRF,SBUL,142.0
4036,6218,SBRF,SBVT,135.0
4037,6219,SBRF,SCEL,187.0
4038,6221,SBRF,SDIY,74.0
4039,6227,SBRF,SJZA,8.0
4040,6228,SBRF,SKBO,57.0
4041,6232,SBRF,SNAB,8.0
4042,6233,SBRF,SNAT,70.0
4043,6235,SBRF,SNGN,9.0
4044,6236,SBRF,SNHS,9.0
4045,6237,SBRF,SNQY,37.0
4046,6238,SBRF,SNRU,30.0
4047,6239,SBRF,SNTS,9.0
4048,6241,SBRF,SPJC,72.0
4049,6242,SBRF,SUMU,179.0
4050,6245,SBRF,SWKQ,66.0
4051,6247,SBRF,TJSJ,174.0
4052,6248,SBRG,KJFK,381.0
4053,6250,SBRG,LIMC,205.0
4054,6251,SBRG,LPPT,274.0
4055,6259,SBRG,SBPA,30.0
4056,6260,SBRG,SBPK,30.0
4057,6263,SBRG,SPIM,130.0
4058,6264,SBRJ,SBAE,118.0
4059,6265,SBRJ,SBAR,144.0
4060,6267,SBRJ,SBAX,48.0
4061,6269,SBRJ,SBBH,91.0
4062,6270,SBRJ,SBBQ,48.0
4063,6271,SBRJ,SBBR,138.0
4064,6272,SBRJ,SBBU,47.0
4065,6274,SBRJ,SBBZ,30.0
4066,6276,SBRJ,SBCB,73.0
4067,6277,SBRJ,SBCF,131.0
4068,6278,SBRJ,SBCG,125.0
4069,6279,SBRJ,SBCJ,138.0
4070,6281,SBRJ,SBCP,43.0
4071,6282,SBRJ,SBCT,132.0
4072,6283,SBRJ,SBCX,128.0
4073,6284,SBRJ,SBCY,165.0
4074,6285,SBRJ,SBDN,45.0
4075,6287,SBRJ,SBFI,144.0
4076,6288,SBRJ,SBFL,140.0
4077,6291,SBRJ,SBGL,129.0
4078,6292,SBRJ,SBGO,115.0
4079,6293,SBRJ,SBGR,134.0
4080,6295,SBRJ,SBIL,142.0
4081,6296,SBRJ,SBIP,48.0
4082,6297,SBRJ,SBJD,7.0
4083,6298,SBRJ,SBJF,43.0
4084,6299,SBRJ,SBJP,144.0
4085,6300,SBRJ,SBJR,10.0
4086,6302,SBRJ,SBJV,92.0
4087,6303,SBRJ,SBKG,167.0
4088,6304,SBRJ,SBKP,123.0
4089,6305,SBRJ,SBLO,81.0
4090,6306,SBRJ,SBME,35.0
4091,6307,SBRJ,SBMG,106.0
4092,6309,SBRJ,SBMK,108.0
4093,6310,SBRJ,SBMO,170.0
4094,6312,SBRJ,SBNF,118.0
4095,6314,SBRJ,SBPA,134.0
4096,6317,SBRJ,SBPS,123.0
4097,6321,SBRJ,SBRF,161.0
4098,6322,SBRJ,SBRJ,53.0
4099,6323,SBRJ,SBRP,72.0
4100,6325,SBRJ,SBSJ,51.0
4101,6328,SBRJ,SBSP,134.0
4102,6329,SBRJ,SBSR,69.0
4103,6330,SBRJ,SBSV,137.0
4104,6331,SBRJ,SBTC,144.0
4105,6332,SBRJ,SBTD,30.0
4106,6334,SBRJ,SBUL,83.0
4107,6335,SBRJ,SBUR,65.0
4108,6337,SBRJ,SBVT,127.0
4109,6338,SBRJ,SBZM,49.0
4110,6339,SBRJ,SDAG,9.0
4111,6340,SBRJ,SDAM,138.0
4112,6341,SBRJ,SDCO,35.0
4113,6342,SBRJ,SDFR,108.0
4114,6343,SBRJ,SDTK,12.0
4115,6345,SBRJ,SNBA,50.0
4116,6346,SBRJ,SNGV,30.0
4117,6347,SBRJ,SNJR,47.0
4118,6348,SBRJ,SNMU,45.0
4119,6351,SBRP,SBAE,44.0
4120,6352,SBRP,SBAN,50.0
4121,6353,SBRP,SBAQ,45.0
4122,6355,SBRP,SBAU,34.0
4123,6356,SBRP,SBAX,48.0
4124,6358,SBRP,SBBH,55.0
4125,6359,SBRP,SBBR,70.0
4126,6360,SBRP,SBBU,16.0
4127,6362,SBRP,SBCA,50.0
4128,6363,SBRP,SBCB,50.0
4129,6364,SBRP,SBCF,82.0
4130,6365,SBRP,SBCG,125.0
4131,6366,SBRP,SBCH,30.0
4132,6368,SBRP,SBCT,58.0
4133,6369,SBRP,SBCY,98.0
4134,6370,SBRP,SBDN,106.0
4135,6371,SBRP,SBFI,107.0
4136,6372,SBRP,SBFL,90.0
4137,6373,SBRP,SBFZ,144.0
4138,6374,SBRP,SBGL,76.0
4139,6375,SBRP,SBGO,74.0
4140,6376,SBRP,SBGR,96.0
4141,6381,SBRP,SBJF,45.0
4142,6383,SBRP,SBJV,70.0
4143,6384,SBRP,SBKP,91.0
4144,6385,SBRP,SBLO,49.0
4145,6387,SBRP,SBME,59.0
4146,6388,SBRP,SBMG,30.0
4147,6389,SBRP,SBMK,69.0
4148,6390,SBRP,SBML,48.0
4149,6391,SBRP,SBMO,142.0
4150,6392,SBRP,SBNF,148.0
4151,6393,SBRP,SBPA,86.0
4152,6396,SBRP,SBPO,70.0
4153,6397,SBRP,SBPS,143.0
4154,6399,SBRP,SBQV,59.0
4155,6400,SBRP,SBRD,69.0
4156,6401,SBRP,SBRF,128.0
4157,6402,SBRP,SBRJ,64.0
4158,6403,SBRP,SBRP,62.0
4159,6404,SBRP,SBSG,164.0
4160,6405,SBRP,SBSJ,45.0
4161,6407,SBRP,SBSP,121.0
4162,6408,SBRP,SBSR,85.0
4163,6409,SBRP,SBSV,115.0
4164,6410,SBRP,SBTG,69.0
4165,6411,SBRP,SBUL,64.0
4166,6412,SBRP,SBUR,73.0
4167,6413,SBRP,SBVG,9.0
4168,6414,SBRP,SBVT,106.0
4169,6415,SBRP,SDSC,30.0
4170,6416,SBRP,SIMK,30.0
4171,6418,SBRP,SNDM,50.0
4172,6419,SBRP,SNPD,47.0
4173,6423,SBRP,SWLC,45.0
4174,6424,SBRP,SWRD,54.0
4175,6426,SBSC,LEMD,263.0
4176,6428,SBSG,DGAA,270.0
4177,6435,SBSG,GVAC,210.0
4178,6436,SBSG,LEMD,336.0
4179,6437,SBSG,LFPG,364.0
4180,6438,SBSG,LIMC,276.0
4181,6439,SBSG,LPPR,263.0
4182,6440,SBSG,LPPT,234.0
4183,6441,SBSG,SABE,177.0
4184,6442,SBSG,SAEZ,177.0
4185,6443,SBSG,SBAR,181.0
4186,6444,SBSG,SBBE,177.0
4187,6445,SBSG,SBBR,180.0
4188,6446,SBSG,SBCF,148.0
4189,6447,SBSG,SBCT,178.0
4190,6448,SBSG,SBCY,166.0
4191,6449,SBSG,SBDN,172.0
4192,6451,SBSG,SBFN,68.0
4193,6452,SBSG,SBFZ,183.0
4194,6453,SBSG,SBGL,182.0
4195,6454,SBSG,SBGO,153.0
4196,6455,SBSG,SBGR,186.0
4197,6456,SBSG,SBJP,173.0
4198,6458,SBSG,SBKG,70.0
4199,6459,SBSG,SBKP,162.0
4200,6460,SBSG,SBMO,170.0
4201,6461,SBSG,SBMS,45.0
4202,6462,SBSG,SBPA,179.0
4203,6463,SBSG,SBRF,80.0
4204,6465,SBSG,SBRP,159.0
4205,6467,SBSG,SBSJ,162.0
4206,6468,SBSG,SBSL,177.0
4207,6470,SBSG,SBSP,176.0
4208,6471,SBSG,SBSR,172.0
4209,6472,SBSG,SBSV,178.0
4210,6473,SBSG,SBUL,160.0
4211,6474,SBSG,SBVT,180.0
4212,6476,SBSI,6ASO,12.0
4213,6477,SBSI,SBAE,118.0
4214,6478,SBSI,SBAT,29.0
4215,6479,SBSI,SBBR,141.0
4216,6480,SBSI,SBCF,173.0
4217,6481,SBSI,SBCG,52.0
4218,6482,SBSI,SBCT,138.0
4219,6483,SBSI,SBCY,97.0
4220,6484,SBSI,SBGO,174.0
4221,6485,SBSI,SBGR,149.0
4222,6487,SBSI,SBKP,156.0
4223,6488,SBSI,SBSO,118.0
4224,6490,SBSI,SNNG,12.0
4225,6491,SBSI,SWFX,9.0
4226,6492,SBSI,SWJH,17.0
4227,6493,SBSI,SWMP,12.0
4228,6496,SBSJ,SBAU,52.0
4229,6497,SBSJ,SBBH,40.0
4230,6498,SBSJ,SBBR,137.0
4231,6499,SBSJ,SBCB,72.0
4232,6500,SBSJ,SBCF,83.0
4233,6501,SBSJ,SBCH,48.0
4234,6504,SBSJ,SBCT,93.0
4235,6506,SBSJ,SBFL,51.0
4236,6508,SBSJ,SBGL,78.0
4237,6510,SBSJ,SBGR,83.0
4238,6512,SBSJ,SBJD,3.0
4239,6514,SBSJ,SBJV,101.0
4240,6515,SBSJ,SBKP,55.0
4241,6516,SBSJ,SBME,37.0
4242,6517,SBSJ,SBMK,68.0
4243,6518,SBSJ,SBML,47.0
4244,6520,SBSJ,SBNT,144.0
4245,6521,SBSJ,SBPA,66.0
4246,6524,SBSJ,SBQV,30.0
4247,6526,SBSJ,SBRJ,49.0
4248,6527,SBSJ,SBRP,40.0
4249,6528,SBSJ,SBSJ,30.0
4250,6530,SBSJ,SBSP,65.0
4251,6533,SBSJ,SBVG,46.0
4252,6534,SBSJ,SBVT,90.0
4253,6536,SBSJ,SDCO,46.0
4254,6537,SBSJ,SJTC,100.0
4255,6541,SBSL,LFPG,225.0
4256,6544,SBSL,SBBE,134.0
4257,6546,SBSL,SBBR,162.0
4258,6548,SBSL,SBCF,144.0
4259,6549,SBSL,SBCJ,79.0
4260,6550,SBSL,SBCT,118.0
4261,6551,SBSL,SBEG,80.0
4262,6555,SBSL,SBFZ,151.0
4263,6556,SBSL,SBGL,174.0
4264,6557,SBSL,SBGO,163.0
4265,6558,SBSL,SBGR,176.0
4266,6559,SBSL,SBIZ,140.0
4267,6562,SBSL,SBJU,74.0
4268,6563,SBSL,SBKP,151.0
4269,6564,SBSL,SBMA,141.0
4270,6565,SBSL,SBMK,118.0
4271,6567,SBSL,SBMO,169.0
4272,6568,SBSL,SBMQ,154.0
4273,6569,SBSL,SBNT,174.0
4274,6571,SBSL,SBPB,25.0
4275,6572,SBSL,SBPJ,149.0
4276,6573,SBSL,SBPL,170.0
4277,6574,SBSL,SBPM,144.0
4278,6578,SBSL,SBRF,142.0
4279,6580,SBSL,SBRP,173.0
4280,6581,SBSL,SBSG,179.0
4281,6582,SBSL,SBSL,136.0
4282,6583,SBSL,SBSN,176.0
4283,6584,SBSL,SBSP,175.0
4284,6585,SBSL,SBSR,144.0
4285,6586,SBSL,SBSV,184.0
4286,6587,SBSL,SBTE,126.0
4287,6588,SBSL,SBUL,138.0
4288,6589,SBSL,SBVT,101.0
4289,6590,SBSL,SNBA,50.0
4290,6591,SBSL,SNBI,30.0
4291,6594,SBSL,SSRS,9.0
4292,6595,SBSL,SWGN,100.0
4293,6597,SBSM,SBCH,30.0
4294,6598,SBSM,SBCX,16.0
4295,6599,SBSM,SBFL,69.0
4296,6600,SBSM,SBJV,72.0
4297,6601,SBSM,SBKP,70.0
4298,6602,SBSM,SBNM,19.0
4299,6603,SBSM,SBPA,46.0
4300,6604,SBSM,SBPK,50.0
4301,6605,SBSM,SBSM,16.0
4302,6606,SBSM,SBSP,61.0
4303,6607,SBSM,SBUG,24.0
4304,6608,SBSM,SSHZ,16.0
4305,6609,SBSM,SSVI,30.0
4306,6610,SBSM,SSZR,19.0
4307,6617,SBSN,SBAT,86.0
4308,6618,SBSN,SBBE,119.0
4309,6619,SBSN,SBBR,164.0
4310,6620,SBSN,SBBV,149.0
4311,6623,SBSN,SBCY,86.0
4312,6624,SBSN,SBEG,133.0
4313,6625,SBSN,SBFZ,180.0
4314,6628,SBSN,SBGR,136.0
4315,6629,SBSN,SBHT,43.0
4316,6630,SBSN,SBIH,37.0
4317,6633,SBSN,SBMA,164.0
4318,6634,SBSN,SBMD,30.0
4319,6635,SBSN,SBMN,156.0
4320,6637,SBSN,SBMQ,57.0
4321,6640,SBSN,SBPJ,174.0
4322,6641,SBSN,SBPV,121.0
4323,6643,SBSN,SBRF,214.0
4324,6645,SBSN,SBSL,170.0
4325,6646,SBSN,SBSN,48.0
4326,6649,SBSN,SBTB,67.0
4327,6654,SBSN,SIKC,9.0
4328,6656,SBSN,SJNP,9.0
4329,6658,SBSN,SNDB,12.0
4330,6659,SBSN,SNMA,20.0
4331,6660,SBSN,SNMZ,15.0
4332,6662,SBSN,SNOX,28.0
4333,6663,SBSN,SNRB,10.0
4334,6664,SBSN,SNRJ,3.0
4335,6665,SBSN,SNTI,19.0
4336,6666,SBSN,SNVS,26.0
4337,6667,SBSN,SNYA,9.0
4338,6673,SBSN,SWPI,43.0
4339,6674,SBSN,SWSI,86.0
4340,6676,SBSO,SBBR,69.0
4341,6677,SBSO,SBCG,106.0
4342,6678,SBSO,SBCY,100.0
4343,6679,SBSO,SBRD,70.0
4344,6681,SBSP,SBAE,127.0
4345,6682,SBSP,SBAN,162.0
4346,6683,SBSP,SBAQ,54.0
4347,6684,SBSP,SBAR,170.0
4348,6686,SBSP,SBAU,73.0
4349,6687,SBSP,SBAX,50.0
4350,6688,SBSP,SBBE,173.0
4351,6689,SBSP,SBBH,124.0
4352,6690,SBSP,SBBQ,45.0
4353,6691,SBSP,SBBR,149.0
4354,6692,SBSP,SBBT,120.0
4355,6693,SBSP,SBBU,69.0
4356,6695,SBSP,SBCA,48.0
4357,6696,SBSP,SBCB,70.0
4358,6697,SBSP,SBCF,145.0
4359,6698,SBSP,SBCG,159.0
4360,6699,SBSP,SBCH,68.0
4361,6700,SBSP,SBCM,55.0
4362,6701,SBSP,SBCN,159.0
4363,6702,SBSP,SBCO,186.0
4364,6704,SBSP,SBCR,129.0
4365,6705,SBSP,SBCT,136.0
4366,6706,SBSP,SBCV,45.0
4367,6707,SBSP,SBCX,130.0
4368,6708,SBSP,SBCY,165.0
4369,6710,SBSP,SBDB,166.0
4370,6711,SBSP,SBDN,108.0
4371,6712,SBSP,SBDO,67.0
4372,6714,SBSP,SBFC,45.0
4373,6715,SBSP,SBFI,158.0
4374,6716,SBSP,SBFL,143.0
4375,6717,SBSP,SBFN,136.0
4376,6718,SBSP,SBFZ,162.0
4377,6719,SBSP,SBGL,139.0
4378,6720,SBSP,SBGO,154.0
4379,6721,SBSP,SBGR,144.0
4380,6722,SBSP,SBGV,39.0
4381,6723,SBSP,SBIL,139.0
4382,6724,SBSP,SBIP,51.0
4383,6726,SBSP,SBJA,153.0
4384,6727,SBSP,SBJD,4.0
4385,6728,SBSP,SBJE,177.0
4386,6729,SBSP,SBJF,43.0
4387,6731,SBSP,SBJP,171.0
4388,6732,SBSP,SBJR,9.0
4389,6733,SBSP,SBJU,171.0
4390,6734,SBSP,SBJV,136.0
4391,6735,SBSP,SBKG,132.0
4392,6736,SBSP,SBKP,126.0
4393,6737,SBSP,SBLJ,30.0
4394,6738,SBSP,SBLO,144.0
4395,6739,SBSP,SBMA,177.0
4396,6740,SBSP,SBME,67.0
4397,6741,SBSP,SBMG,143.0
4398,6742,SBSP,SBMH,73.0
4399,6743,SBSP,SBMK,86.0
4400,6744,SBSP,SBML,50.0
4401,6746,SBSP,SBMO,172.0
4402,6748,SBSP,SBNF,143.0
4403,6749,SBSP,SBNM,40.0
4404,6750,SBSP,SBNT,143.0
4405,6751,SBSP,SBPA,148.0
4406,6752,SBSP,SBPC,45.0
4407,6753,SBSP,SBPF,71.0
4408,6754,SBSP,SBPG,67.0
4409,6755,SBSP,SBPJ,170.0
4410,6756,SBSP,SBPK,72.0
4411,6757,SBSP,SBPL,117.0
4412,6760,SBSP,SBPS,147.0
4413,6762,SBSP,SBQV,48.0
4414,6764,SBSP,SBRF,168.0
4415,6766,SBSP,SBRJ,132.0
4416,6767,SBSP,SBRP,122.0
4417,6768,SBSP,SBSG,173.0
4418,6769,SBSP,SBSJ,55.0
4419,6770,SBSP,SBSL,175.0
4420,6771,SBSP,SBSM,70.0
4421,6773,SBSP,SBSP,68.0
4422,6774,SBSP,SBSR,142.0
4423,6775,SBSP,SBSV,155.0
4424,6776,SBSP,SBTC,157.0
4425,6777,SBSP,SBTD,30.0
4426,6778,SBSP,SBTE,176.0
4427,6781,SBSP,SBUG,70.0
4428,6782,SBSP,SBUL,147.0
4429,6783,SBSP,SBUR,69.0
4430,6784,SBSP,SBVG,45.0
4431,6786,SBSP,SBVT,150.0
4432,6787,SBSP,SBZM,139.0
4433,6788,SBSP,SDAG,9.0
4434,6789,SBSP,SDAM,144.0
4435,6790,SBSP,SDCO,43.0
4436,6791,SBSP,SDIM,9.0
4437,6792,SBSP,SDSC,30.0
4438,6793,SBSP,SDTK,9.0
4439,6794,SBSP,SDUB,9.0
4440,6795,SBSP,SIMK,33.0
4441,6796,SBSP,SJTC,94.0
4442,6798,SBSP,SNBA,9.0
4443,6800,SBSP,SNDM,45.0
4444,6801,SBSP,SNGV,42.0
4445,6802,SBSP,SNMU,45.0
4446,6804,SBSP,SNTF,69.0
4447,6805,SBSP,SNVB,117.0
4448,6806,SBSP,SSBL,9.0
4449,6807,SBSP,SSCC,48.0
4450,6808,SBSP,SSDO,45.0
4451,6809,SBSP,SSTD,30.0
4452,6810,SBSP,SSVI,30.0
4453,6812,SBSP,SWKN,148.0
4454,6813,SBSP,SWLC,45.0
4455,6814,SBSR,SBAE,50.0
4456,6815,SBSR,SBAQ,50.0
4457,6816,SBSR,SBAT,70.0
4458,6817,SBSR,SBAU,52.0
4459,6818,SBSR,SBBE,174.0
4460,6819,SBSR,SBBH,68.0
4461,6820,SBSR,SBBR,93.0
4462,6821,SBSR,SBBU,31.0
4463,6822,SBSR,SBCB,68.0
4464,6823,SBSR,SBCF,81.0
4465,6824,SBSR,SBCG,100.0
4466,6825,SBSR,SBCR,104.0
4467,6826,SBSR,SBCT,50.0
4468,6827,SBSR,SBCY,117.0
4469,6831,SBSR,SBGL,98.0
4470,6832,SBSR,SBGO,75.0
4471,6833,SBSR,SBGR,105.0
4472,6834,SBSR,SBJD,2.0
4473,6837,SBSR,SBKP,90.0
4474,6838,SBSR,SBLO,80.0
4475,6840,SBSR,SBMK,68.0
4476,6841,SBSR,SBML,55.0
4477,6842,SBSR,SBMO,173.0
4478,6843,SBSR,SBPA,92.0
4479,6844,SBSR,SBPS,136.0
4480,6847,SBSR,SBRD,68.0
4481,6848,SBSR,SBRF,169.0
4482,6849,SBSR,SBRJ,65.0
4483,6850,SBSR,SBRP,81.0
4484,6851,SBSR,SBSG,171.0
4485,6852,SBSR,SBSJ,70.0
4486,6853,SBSR,SBSP,140.0
4487,6854,SBSR,SBSR,68.0
4488,6855,SBSR,SBSV,127.0
4489,6856,SBSR,SBTG,68.0
4490,6857,SBSR,SBUL,106.0
4491,6858,SBSR,SBUR,53.0
4492,6860,SBSR,SBVT,121.0
4493,6861,SBSR,SIMK,30.0
4494,6862,SBSR,SJTC,87.0
4495,6864,SBSR,SSTL,70.0
4496,6866,SBSR,SWLC,45.0
4497,6867,SBSR,SWRD,61.0
4498,6868,SBSR,SWSI,68.0
4499,6870,SBSV,EBBB,258.0
4500,6871,SBSV,EDDF,255.0
4501,6872,SBSV,EGLL,290.0
4502,6874,SBSV,GCLP,263.0
4503,6876,SBSV,GVAC,165.0
4504,6878,SBSV,KMIA,195.0
4505,6879,SBSV,LEBL,295.0
4506,6880,SBSV,LEMD,293.0
4507,6881,SBSV,LFPG,228.0
4508,6882,SBSV,LIMC,261.0
4509,6883,SBSV,LPFR,285.0
4510,6884,SBSV,LPPR,235.0
4511,6885,SBSV,LPPT,245.0
4512,6886,SBSV,LSZH,315.0
4513,6887,SBSV,LTBA,337.0
4514,6888,SBSV,MKJP,174.0
4515,6890,SBSV,MPTO,132.0
4516,6891,SBSV,MYNN,174.0
4517,6892,SBSV,SAAR,176.0
4518,6893,SBSV,SABE,169.0
4519,6894,SBSV,SACO,170.0
4520,6895,SBSV,SAEZ,169.0
4521,6897,SBSV,SBAE,138.0
4522,6899,SBSV,SBAR,125.0
4523,6901,SBSV,SBBE,78.0
4524,6902,SBSV,SBBH,131.0
4525,6903,SBSV,SBBR,150.0
4526,6906,SBSV,SBCF,152.0
4527,6908,SBSV,SBCH,174.0
4528,6910,SBSV,SBCT,168.0
4529,6911,SBSV,SBCV,15.0
4530,6913,SBSV,SBCY,157.0
4531,6915,SBSV,SBEG,27.0
4532,6916,SBSV,SBFI,150.0
4533,6917,SBSV,SBFL,171.0
4534,6919,SBSV,SBFZ,147.0
4535,6920,SBSV,SBGL,140.0
4536,6921,SBSV,SBGO,148.0
4537,6922,SBSV,SBGR,153.0
4538,6924,SBSV,SBIL,119.0
4539,6925,SBSV,SBIP,49.0
4540,6927,SBSV,SBJP,153.0
4541,6928,SBSV,SBJU,79.0
4542,6930,SBSV,SBKG,145.0
4543,6931,SBSV,SBKP,124.0
4544,6932,SBSV,SBLE,65.0
4545,6934,SBSV,SBLP,14.0
4546,6938,SBSV,SBMK,58.0
4547,6940,SBSV,SBMO,148.0
4548,6941,SBSV,SBMQ,186.0
4549,6943,SBSV,SBNT,148.0
4550,6944,SBSV,SBPA,157.0
4551,6946,SBSV,SBPJ,161.0
4552,6947,SBSV,SBPL,90.0
4553,6948,SBSV,SBPS,137.0
4554,6950,SBSV,SBQV,55.0
4555,6951,SBSV,SBRF,124.0
4556,6952,SBSV,SBRJ,140.0
4557,6953,SBSV,SBRP,125.0
4558,6954,SBSV,SBSG,176.0
4559,6955,SBSV,SBSJ,148.0
4560,6956,SBSV,SBSL,131.0
4561,6958,SBSV,SBSP,156.0
4562,6959,SBSV,SBSR,77.0
4563,6960,SBSV,SBSV,73.0
4564,6961,SBSV,SBTC,148.0
4565,6962,SBSV,SBTE,168.0
4566,6963,SBSV,SBUF,80.0
4567,6964,SBSV,SBUL,127.0
4568,6965,SBSV,SBVC,100.0
4569,6966,SBSV,SBVT,130.0
4570,6968,SBSV,SCEL,153.0
4571,6969,SBSV,SDAM,184.0
4572,6970,SBSV,SDIY,70.0
4573,6971,SBSV,SDLO,9.0
4574,6975,SBSV,SGAS,170.0
4575,6977,SBSV,SIRI,9.0
4576,6978,SBSV,SKBO,84.0
4577,6979,SBSV,SKCL,124.0
4578,6980,SBSV,SKRG,62.0
4579,6981,SBSV,SLVR,174.0
4580,6983,SBSV,SNBR,48.0
4581,6984,SBSV,SNCL,9.0
4582,6985,SBSV,SNDM,46.0
4583,6986,SBSV,SNGI,19.0
4584,6987,SBSV,SNGV,50.0
4585,6988,SBSV,SNJB,15.0
4586,6989,SBSV,SNJD,70.0
4587,6990,SBSV,SNQY,117.0
4588,6991,SBSV,SNTF,38.0
4589,6992,SBSV,SNVB,69.0
4590,6993,SBSV,SNVR,15.0
4591,6995,SBSV,SUMU,134.0
4592,6997,SBSV,SVMI,39.0
4593,7000,SBSV,TJSJ,174.0
4594,7001,SBTB,SBBE,68.0
4595,7003,SBTB,SBEG,71.0
4596,7004,SBTB,SBHT,52.0
4597,7005,SBTB,SBIH,58.0
4598,7006,SBTB,SBMN,132.0
4599,7007,SBTB,SBMQ,52.0
4600,7008,SBTB,SBSN,68.0
4601,7012,SBTB,SNOX,8.0
4602,7013,SBTB,SNRJ,9.0
4603,7014,SBTB,SWPI,63.0
4604,7015,SBTC,SBAR,174.0
4605,7016,SBTC,SBBH,96.0
4606,7017,SBTC,SBBR,155.0
4607,7018,SBTC,SBCF,136.0
4608,7019,SBTC,SBFZ,165.0
4609,7020,SBTC,SBGL,146.0
4610,7021,SBTC,SBGR,159.0
4611,7022,SBTC,SBIL,119.0
4612,7023,SBTC,SBKP,125.0
4613,7024,SBTC,SBMO,174.0
4614,7025,SBTC,SBPS,144.0
4615,7026,SBTC,SBRF,174.0
4616,7027,SBTC,SBRJ,144.0
4617,7028,SBTC,SBSP,156.0
4618,7029,SBTC,SBSV,149.0
4619,7031,SBTC,SBVT,108.0
4620,7032,SBTD,SBCA,30.0
4621,7033,SBTD,SBCH,30.0
4622,7034,SBTD,SBCT,54.0
4623,7036,SBTD,SBGR,30.0
4624,7037,SBTD,SBKP,67.0
4625,7038,SBTD,SBMG,30.0
4626,7039,SBTD,SBSP,30.0
4627,7040,SBTD,SSDO,45.0
4628,7041,SBTD,SSUM,19.0
4629,7044,SBTE,SBBE,124.0
4630,7045,SBTE,SBBH,108.0
4631,7046,SBTE,SBBR,151.0
4632,7047,SBTE,SBCF,143.0
4633,7049,SBTE,SBCJ,174.0
4634,7051,SBTE,SBCY,138.0
4635,7052,SBTE,SBEG,140.0
4636,7054,SBTE,SBFL,177.0
4637,7055,SBTE,SBFZ,142.0
4638,7056,SBTE,SBGL,162.0
4639,7057,SBTE,SBGO,140.0
4640,7058,SBTE,SBGR,173.0
4641,7059,SBTE,SBIZ,151.0
4642,7062,SBTE,SBJP,174.0
4643,7063,SBTE,SBJU,174.0
4644,7064,SBTE,SBKP,146.0
4645,7067,SBTE,SBMO,155.0
4646,7068,SBTE,SBMQ,180.0
4647,7069,SBTE,SBNT,110.0
4648,7071,SBTE,SBPB,90.0
4649,7072,SBTE,SBPJ,132.0
4650,7073,SBTE,SBPL,174.0
4651,7074,SBTE,SBPM,108.0
4652,7077,SBTE,SBRF,147.0
4653,7078,SBTE,SBRP,157.0
4654,7079,SBTE,SBSL,114.0
4655,7081,SBTE,SBSP,176.0
4656,7082,SBTE,SBSR,118.0
4657,7083,SBTE,SBSV,164.0
4658,7084,SBTE,SBTE,87.0
4659,7087,SBTE,SBVT,131.0
4660,7088,SBTE,SNBA,50.0
4661,7091,SBTF,SBBV,119.0
4662,7093,SBTF,SBEG,70.0
4663,7095,SBTF,SBIC,30.0
4664,7096,SBTF,SBMN,109.0
4665,7100,SBTF,SBSN,118.0
4666,7101,SBTF,SBTF,60.0
4667,7102,SBTF,SBTT,92.0
4668,7103,SBTF,SBUA,46.0
4669,7104,SBTF,SDCG,35.0
4670,7105,SBTF,SWBC,48.0
4671,7106,SBTF,SWCA,31.0
4672,7107,SBTF,SWEI,51.0
4673,7110,SBTF,SWKO,38.0
4674,7111,SBTF,SWOB,36.0
4675,7112,SBTF,SWTP,27.0
4676,7113,SBTG,SBDO,69.0
