,index,AEROPORTO_DE_ORIGEM_SIGLA,AEROPORTO_DE_DESTINO_SIGLA,ASSENTOS
5372,8333,SNMU,SBJF,45.0
5373,8335,SNMU,SBRJ,45.0
5374,8337,SNMU,SBSP,45.0
5375,8339,SNMU,SBVT,45.0
5376,8340,SNMU,SNGV,45.0
5377,8344,SNMX,SBVT,36.0
5378,8345,SNMZ,SBBE,14.0
5379,8346,SNMZ,SBHT,9.0
5380,8347,SNMZ,SBMD,25.0
5381,8348,SNMZ,SBMQ,9.0
5382,8349,SNMZ,SBSN,23.0
5383,8350,SNMZ,SNMA,29.0
5384,8353,SNMZ,SNVS,19.0
5385,8354,SNMZ,SNYA,8.0
5386,8356,SNNG,SBAT,9.0
5387,8358,SNNG,SBEK,9.0
5388,8359,SNNG,SBIH,11.0
5389,8361,SNNG,SBSN,9.0
5390,8362,SNNG,SNMD,12.0
5391,8363,SNNG,SWMP,12.0
5392,8364,SNNG,SWSI,10.0
5393,8366,SNNG,SWXM,9.0
5394,8367,SNNU,SBBH,9.0
5395,8368,SNNU,SBIP,9.0
5396,8369,SNNU,SNCT,9.0
5397,8370,SNNU,SNTO,9.0
5398,8371,SNOS,SBBH,9.0
5399,8372,SNOS,SNGX,9.0
5400,8373,SNOS,SNUH,9.0
5401,8374,SNOX,SBBE,30.0
5402,8376,SNOX,SBEG,26.0
5403,8377,SNOX,SBHT,29.0
5404,8378,SNOX,SBIH,30.0
5405,8379,SNOX,SBMD,29.0
5406,8380,SNOX,SBMQ,30.0
5407,8381,SNOX,SBSN,28.0
5408,8382,SNOX,SBTB,9.0
5409,8383,SNOX,SNMA,8.0
5410,8385,SNOX,SNTI,12.0
5411,8386,SNOX,SWPI,23.0
5412,8387,SNPD,SBAX,39.0
5413,8388,SNPD,SBBH,38.0
5414,8389,SNPD,SBCF,34.0
5415,8391,SNPD,SBIP,47.0
5416,8392,SNPD,SBKP,47.0
5417,8394,SNPD,SBUL,49.0
5418,8395,SNPD,SBUR,47.0
5419,8396,SNPD,SNPJ,9.0
5420,8397,SNPD,SNZR,9.0
5421,8399,SNPJ,SBAX,9.0
5422,8400,SNPJ,SBBH,9.0
5423,8401,SNPJ,SNPD,9.0
5424,8403,SNPY,SBBH,9.0
5425,8405,SNQY,SBFZ,70.0
5426,8408,SNQY,SBKG,50.0
5427,8410,SNQY,SBPL,37.0
5428,8411,SNQY,SBRF,37.0
5429,8414,SNQY,SBSV,116.0
5430,8415,SNQY,SNIG,12.0
5431,8418,SNRB,SBSN,10.0
5432,8419,SNRB,SNNG,9.0
5433,8420,SNRJ,SBIH,9.0
5434,8422,SNRJ,SBTB,8.0
5435,8424,SNRU,SBJU,156.0
5436,8425,SNRU,SBRF,37.0
5437,8426,SNSM,SBBE,9.0
5438,8427,SNSS,SBCF,9.0
5439,8428,SNSW,SBBE,9.0
5440,8429,SNSW,SBMQ,9.0
5441,8431,SNTF,SBCF,69.0
5442,8432,SNTF,SBCV,15.0
5443,8433,SNTF,SBIP,70.0
5444,8434,SNTF,SBMK,69.0
5445,8435,SNTF,SBSP,59.0
5446,8436,SNTF,SBSV,38.0
5447,8437,SNTI,SBBE,30.0
5448,8441,SNTI,SBIH,26.0
5449,8442,SNTI,SBMQ,30.0
5450,8443,SNTI,SBSN,25.0
5451,8444,SNTI,SBTB,9.0
5452,8445,SNTI,SNMA,8.0
5453,8446,SNTI,SNOX,11.0
5454,8448,SNTI,SNVS,30.0
5455,8449,SNTI,SWPI,21.0
5456,8450,SNTO,SBBH,9.0
5457,8451,SNTO,SBCF,9.0
5458,8453,SNTO,SBIP,9.0
5459,8457,SNTO,SNNU,9.0
5460,8459,SNTS,SBMO,9.0
5461,8460,SNTS,SBRF,9.0
5462,8463,SNUH,SBBH,9.0
5463,8464,SNUH,SNGX,9.0
5464,8465,SNUH,SNOS,9.0
5465,8466,SNUI,SBBH,9.0
5466,8467,SNUI,SBGV,9.0
5467,8468,SNUI,SNAR,9.0
5468,8469,SNUI,SNDT,9.0
5469,8471,SNVB,SBCF,116.0
5470,8472,SNVB,SBKP,106.0
5471,8473,SNVB,SBMK,106.0
5472,8474,SNVB,SBSV,73.0
5473,8475,SNVB,SBTC,117.0
5474,8476,SNVC,SBBH,9.0
5475,8477,SNVC,SNCT,9.0
5476,8478,SNVC,SNJM,9.0
5477,8480,SNVC,SNZA,9.0
5478,8481,SNVR,SBSV,15.0
5479,8482,SNVS,SBBE,19.0
5480,8483,SNVS,SBHT,30.0
5481,8484,SNVS,SBJC,9.0
5482,8485,SNVS,SBMD,19.0
5483,8486,SNVS,SBMQ,10.0
5484,8488,SNVS,SBSN,24.0
5485,8489,SNVS,SNMA,30.0
5486,8490,SNVS,SNMZ,21.0
5487,8491,SNVS,SNYA,9.0
5488,8492,SNVV,SBQV,15.0
5489,8493,SNWS,SBFZ,8.0
5490,8494,SNXB,SBBH,9.0
5491,8495,SNYA,SBBE,11.0
5492,8497,SNYA,SBMD,4.0
5493,8498,SNYA,SBMQ,16.0
5494,8499,SNYA,SBSN,9.0
5495,8500,SNYA,SNMA,9.0
5496,8501,SNYA,SNMZ,8.0
5497,8502,SNYA,SNVS,9.0
5498,8503,SNZA,SBBH,9.0
5499,8504,SNZA,SBPC,9.0
5500,8505,SNZA,SBVG,9.0
5501,8506,SNZA,SNPY,9.0
5502,8507,SNZR,SBAX,9.0
5503,8508,SNZR,SBBH,9.0
5504,8509,SNZR,SBCF,9.0
5505,8510,SNZR,SNPD,9.0
5506,8511,SNZR,SNPJ,9.0
5507,8514,SOCA,SBBE,110.0
5508,8517,SOCA,SBFZ,119.0
5509,8519,SOCA,SBGR,2.0
5510,8521,SOCA,SBMQ,65.0
5511,8526,SOCA,SMJP,139.0
5512,8527,SOCA,SMPB,106.0
5513,8528,SOCA,TFFF,67.0
5514,8529,SOCA,TFFR,75.0
5515,8535,SPIM,KLAX,201.0
5516,8538,SPIM,LEMD,233.0
5517,8540,SPIM,MMAA,179.0
5518,8542,SPIM,MMUN,158.0
5519,8547,SPIM,SAEZ,184.0
5520,8549,SPIM,SBBG,120.0
5521,8550,SPIM,SBBR,121.0
5522,8552,SPIM,SBCF,156.0
5523,8553,SPIM,SBCG,164.0
5524,8554,SPIM,SBCT,144.0
5525,8556,SPIM,SBFI,145.0
5526,8557,SPIM,SBFL,120.0
5527,8559,SPIM,SBGL,151.0
5528,8560,SPIM,SBGR,170.0
5529,8561,SPIM,SBKP,93.0
5530,8562,SPIM,SBPA,123.0
5531,8564,SPIM,SBVG,120.0
5532,8566,SPIM,SCEL,158.0
5533,8567,SPIM,SCIE,184.0
5534,8570,SPIM,SEQU,112.0
5535,8571,SPIM,SGAS,131.0
5536,8575,SPIM,SLVR,153.0
5537,8576,SPIM,SNGR,120.0
5538,8577,SPIM,SPIM,120.0
5539,8578,SPIM,SUMU,130.0
5540,8591,SPJC,MMMX,180.0
5541,8594,SPJC,SACO,174.0
5542,8595,SPJC,SAEZ,175.0
5543,8596,SPJC,SBBR,173.0
5544,8597,SPJC,SBCF,174.0
5545,8598,SPJC,SBCG,168.0
5546,8599,SPJC,SBCT,138.0
5547,8601,SPJC,SBFI,160.0
5548,8604,SPJC,SBGL,159.0
5549,8605,SPJC,SBGR,198.0
5550,8606,SPJC,SBKP,119.0
5551,8607,SPJC,SBPA,145.0
5552,8608,SPJC,SBRF,144.0
5553,8610,SPJC,SCEL,128.0
5554,8612,SPJC,SGAS,137.0
5555,8616,SPJC,SLVR,120.0
5556,8618,SPJC,SUMU,166.0
5557,8620,SPJL,SBGR,168.0
5558,8621,SPJL,SPJC,168.0
5559,8622,SPQT,SBGR,188.0
5560,8623,SPSO,SPJC,170.0
5561,8624,SSAB,SBCT,170.0
5562,8625,SSAP,SBCT,9.0
5563,8626,SSAP,SSOG,9.0
5564,8627,SSBE,SMJP,141.0
5565,8628,SSBG,KCLT,200.0
5566,8629,SSBG,KDFW,250.0
5567,8630,SSBG,KJFK,228.0
5568,8631,SSBG,MMMX,156.0
5569,8632,SSBG,SAEZ,111.0
5570,8633,SSBG,SKBO,168.0
5571,8634,SSBG,SLPS,150.0
5572,8635,SSBG,SPIM,135.0
5573,8636,SSBG,SUMU,160.0
5574,8639,SSCC,SBCH,48.0
5575,8640,SSCC,SBCM,45.0
5576,8641,SSCC,SBSP,46.0
5577,8642,SSCK,SBCD,19.0
5578,8643,SSCK,SBCH,12.0
5579,8644,SSCK,SBCT,19.0
5580,8645,SSCK,SBFL,12.0
5581,8646,SSCK,SBLJ,19.0
5582,8650,SSCK,SSER,12.0
5583,8652,SSCK,SSJA,19.0
5584,8653,SSCK,SSOE,19.0
5585,8654,SSCN,SBPA,9.0
5586,8655,SSCP,SBCT,7.0
5587,8657,SSCP,SSOG,9.0
5588,8658,SSCP,SSVL,9.0
5589,8659,SSCT,SBCT,9.0
5590,8661,SSDO,SBCA,48.0
5591,8663,SSDO,SBCG,50.0
5592,8664,SSDO,SBCT,54.0
5593,8665,SSDO,SBCY,46.0
5594,8666,SSDO,SBDN,56.0
5595,8667,SSDO,SBFI,30.0
5596,8671,SSDO,SBLO,46.0
5597,8672,SSDO,SBMG,53.0
5598,8673,SSDO,SBPP,45.0
5599,8676,SSER,SBCD,19.0
5600,8677,SSER,SBCH,17.0
5601,8678,SSER,SBCT,18.0
5602,8680,SSER,SBFL,10.0
5603,8681,SSER,SBPA,15.0
5604,8682,SSER,SBPF,19.0
5605,8685,SSER,SSCK,17.0
5606,8687,SSER,SSJA,19.0
5607,8689,SSFB,SBCH,19.0
5608,8690,SSFB,SBCT,11.0
5609,8692,SSFB,SSCK,19.0
5610,8695,SSFB,SSUV,9.0
5611,8696,SSGG,SBKP,67.0
5612,8697,SSGY,SBCT,9.0
5613,8699,SSHZ,SBPA,12.0
5614,8701,SSHZ,SSHZ,12.0
5615,8702,SSHZ,SSZR,16.0
5616,8704,SSJA,SBCD,19.0
5617,8705,SSJA,SBCH,19.0
5618,8707,SSJA,SBCT,19.0
5619,8709,SSJA,SBFL,19.0
5620,8710,SSJA,SBLJ,19.0
5621,8711,SSJA,SBPA,19.0
5622,8712,SSJA,SBPF,19.0
5623,8715,SSJA,SSER,19.0
5624,8717,SSKM,SBCT,8.0
5625,8718,SSKM,SSCT,9.0
5626,8719,SSKW,SBCG,118.0
5627,8720,SSKW,SBCR,118.0
5628,8721,SSKW,SBCY,104.0
5629,8722,SSKW,SBGO,118.0
5630,8723,SSKW,SBJI,47.0
5631,8724,SSKW,SBPV,49.0
5632,8725,SSKW,SBRD,118.0
5633,8726,SSKW,SBSI,118.0
5634,8727,SSKW,SBVH,46.0
5635,8728,SSKW,SWRD,66.0
5636,8729,SSLT,SBBG,9.0
5637,8730,SSLT,SBPA,9.0
5638,8735,SSNM,SJNP,29.0
5639,8736,SSNM,SWSI,29.0
5640,8737,SSOE,SBCD,9.0
5641,8738,SSOE,SBCT,19.0
5642,8739,SSOE,SBFL,11.0
5643,8741,SSOE,SBPO,9.0
5644,8742,SSOE,SNCP,9.0
5645,8743,SSOE,SSCK,19.0
5646,8744,SSOG,SBCD,9.0
5647,8745,SSOG,SBCT,9.0
5648,8746,SSOG,SBFL,9.0
5649,8747,SSOG,SBPO,9.0
5650,8748,SSOU,SBCY,5.0
5651,8750,SSOU,SBVH,4.0
5652,8751,SSOU,SWJN,9.0
5653,8752,SSOU,SWTS,6.0
5654,8753,SSPG,SBCT,9.0
5655,8754,SSPI,SBCT,9.0
5656,8755,SSPK,SBLO,107.0
5657,8757,SSRS,SBJE,9.0
5658,8758,SSRS,SBPB,9.0
5659,8759,SSRS,SBSL,9.0
5660,8760,SSSB,SBPA,9.0
5661,8761,SSSB,SSZR,9.0
5662,8763,SSSC,SBPA,9.0
5663,8765,SSSC,SSCN,9.0
5664,8766,SSTD,SBCA,30.0
5665,8767,SSTD,SBCH,30.0
5666,8768,SSTD,SBCT,30.0
5667,8770,SSTD,SBGR,30.0
5668,8771,SSTD,SBLO,30.0
5669,8772,SSTD,SBSP,30.0
5670,8773,SSTE,SBPA,9.0
5671,8774,SSTL,SBGR,69.0
5672,8775,SSTL,SBSR,70.0
5673,8776,SSTL,SBUR,68.0
5674,8778,SSUM,SBBI,19.0
5675,8779,SSUM,SBCT,11.0
5676,8780,SSUM,SBGR,211.0
5677,8781,SSUM,SBJV,10.0
5678,8782,SSUM,SBTD,19.0
5679,8783,SSUM,SSUM,19.0
5680,8784,SSUV,SBCT,8.0
5681,8785,SSUV,SSFB,9.0
5682,8786,SSUV,SSVL,9.0
5683,8787,SSUW,SBCH,12.0
5684,8788,SSUW,SBCT,12.0
5685,8789,SSUW,SBPO,12.0
5686,8790,SSVI,SBCH,30.0
5687,8791,SSVI,SBCT,30.0
5688,8793,SSVI,SBNM,30.0
5689,8794,SSVI,SBPA,30.0
5690,8795,SSVI,SBSM,30.0
5691,8796,SSVI,SBSP,30.0
5692,8797,SSVL,SBCT,9.0
5693,8799,SSVL,SSAP,9.0
5694,8800,SSVL,SSCP,9.0
5695,8801,SSZR,SBNM,19.0
5696,8802,SSZR,SBPA,13.0
5697,8803,SSZR,SBPF,19.0
5698,8804,SSZR,SBSM,18.0
5699,8806,SSZW,SBKP,69.0
5700,8807,SULS,SBCT,110.0
5701,8808,SULS,SBFL,108.0
5702,8809,SULS,SBGL,116.0
5703,8810,SULS,SBGR,147.0
5704,8811,SULS,SBKP,135.0
5705,8812,SULS,SBPA,121.0
5706,8813,SULS,SUMU,174.0
5707,8824,SUMU,KMIA,84.0
5708,8825,SUMU,LEMD,230.0
5709,8831,SUMU,SABE,167.0
5710,8832,SUMU,SABG,106.0
5711,8833,SUMU,SACO,176.0
5712,8834,SUMU,SAEZ,68.0
5713,8837,SUMU,SBBR,90.0
5714,8838,SUMU,SBCF,90.0
5715,8839,SUMU,SBCT,104.0
5716,8841,SUMU,SBFI,96.0
5717,8842,SUMU,SBFL,127.0
5718,8844,SUMU,SBGL,171.0
5719,8845,SUMU,SBGR,154.0
5720,8846,SUMU,SBKP,39.0
5721,8847,SUMU,SBMO,237.0
5722,8848,SUMU,SBPA,133.0
5723,8849,SUMU,SBPS,90.0
5724,8850,SUMU,SBRF,177.0
5725,8853,SUMU,SBSV,131.0
5726,8854,SUMU,SBVG,142.0
5727,8855,SUMU,SCEL,30.0
5728,8858,SUMU,SGAS,73.0
5729,8862,SUMU,SNBG,187.0
5730,8864,SUMU,SPJC,124.0
5731,8865,SUMU,SSBG,211.0
5732,8866,SUMU,SULS,138.0
5733,8867,SUMU,SUMU,90.0
5734,8868,SUMU,SUPE,150.0
5735,8870,SUPE,SAEZ,150.0
5736,8872,SUPE,SBGR,106.0
5737,8874,SUPE,SUMU,135.0
5738,8875,SURV,SBPA,19.0
5739,8876,SURV,SBSM,19.0
5740,8877,SURV,SBUG,24.0
5741,8878,SVBC,SBBV,131.0
5742,8879,SVBC,SBEG,126.0
5743,8882,SVMG,SVMI,104.0
5744,8887,SVMI,KMIA,14.0
5745,8889,SVMI,MDPC,178.0
5746,8896,SVMI,SBBR,167.0
5747,8897,SVMI,SBBV,165.0
5748,8900,SVMI,SBCY,156.0
5749,8901,SVMI,SBEG,137.0
5750,8902,SVMI,SBGL,166.0
5751,8903,SVMI,SBGR,179.0
5752,8904,SVMI,SBKP,109.0
5753,8905,SVMI,SBMN,136.0
5754,8907,SVMI,SBSN,136.0
5755,8910,SVMI,SDAM,168.0
5756,8921,SVMI,TFFF,187.0
5757,8923,SVMI,TNCA,184.0
5758,8924,SVPR,SBBV,51.0
5759,8937,SWBC,SBEG,37.0
5760,8938,SWBC,SBIC,28.0
5761,8939,SWBC,SBTF,46.0
5762,8940,SWBC,SBUA,41.0
5763,8941,SWBC,SWTP,27.0
5764,8942,SWBE,SBFZ,8.0
5765,8943,SWBG,SBCY,9.0
5766,8944,SWBG,SWTS,9.0
5767,8945,SWBR,SBEG,15.0
5768,8946,SWBR,SBMY,17.0
5769,8947,SWBR,SWNA,17.0
5770,8948,SWBZ,SBAT,9.0
5771,8949,SWBZ,SBCY,9.0
5772,8953,SWBZ,SJNP,9.0
5773,8954,SWBZ,SWSI,9.0
5774,8955,SWCA,SBEG,47.0
5775,8957,SWCA,SBRB,45.0
5776,8958,SWCA,SBTF,31.0
5777,8959,SWCA,SBTT,36.0
5778,8960,SWCA,SBUY,47.0
5779,8961,SWCA,SWCA,48.0
5780,8962,SWCA,SWEI,31.0
5781,8963,SWCA,SWKO,46.0
5782,8966,SWCI,SWJN,18.0
5783,8967,SWCI,SWRP,18.0
5784,8968,SWCP,SBCY,12.0
5785,8969,SWCP,SWTS,12.0
5786,8970,SWCP,SWTU,12.0
5787,8971,SWCQ,SBGM,17.0
5788,8972,SWCQ,SBPV,15.0
5789,8973,SWEI,SBEG,61.0
5790,8974,SWEI,SBTF,50.0
5791,8975,SWEI,SBTT,56.0
5792,8976,SWEI,SWCA,33.0
5793,8978,SWEI,SWOB,45.0
5794,8979,SWEK,SBCY,9.0
5795,8980,SWEK,SWFX,9.0
5796,8981,SWEK,SWPY,9.0
5797,8982,SWEK,SWVC,9.0
5798,8983,SWFJ,SBRB,16.0
5799,8984,SWFX,SBBR,9.0
5800,8985,SWFX,SBCY,9.0
5801,8986,SWFX,SBGO,9.0
5802,8987,SWFX,SBMC,9.0
5803,8988,SWFX,SBPJ,9.0
5804,8989,SWFX,SDH2,9.0
5805,8990,SWFX,SISO,9.0
5806,8991,SWFX,SJHG,9.0
5807,8992,SWFX,SNKE,9.0
5808,8993,SWFX,SWEK,9.0
5809,8995,SWFX,SWGI,9.0
5810,8996,SWFX,SWHP,9.0
5811,8997,SWFX,SWIQ,9.0
5812,9000,SWFX,SWVC,9.0
5813,9002,SWGI,SBBR,11.0
5814,9004,SWGI,SBGO,9.0
5815,9006,SWGI,SBMC,11.0
5816,9007,SWGI,SBPJ,8.0
5817,9008,SWGI,SDH2,9.0
5818,9009,SWGI,SJHG,9.0
5819,9010,SWGI,SNDC,19.0
5820,9011,SWGI,SWFX,9.0
5821,9013,SWGI,SWIQ,9.0
5822,9014,SWGI,SWNQ,12.0
5823,9015,SWGI,SWPQ,12.0
5824,9016,SWGN,SBAA,9.0
5825,9017,SWGN,SBBE,52.0
5826,9019,SWGN,SBBR,67.0
5827,9021,SWGN,SBCI,9.0
5828,9022,SWGN,SBCJ,62.0
5829,9025,SWGN,SBGO,53.0
5830,9027,SWGN,SBHT,30.0
5831,9029,SWGN,SBIZ,35.0
5832,9031,SWGN,SBMA,46.0
5833,9034,SWGN,SBPJ,58.0
5834,9035,SWGN,SBPM,50.0
5835,9038,SWGN,SBSL,100.0
5836,9043,SWGN,SBTU,53.0
5837,9047,SWGN,SNBS,4.0
5838,9048,SWGN,SNDC,9.0
5839,9051,SWHP,SBBW,9.0
5840,9052,SWHP,SBCY,9.0
5841,9053,SWHP,SBPJ,9.0
5842,9054,SWHP,SJHG,9.0
5843,9055,SWHP,SWEK,9.0
5844,9056,SWHP,SWFX,9.0
5845,9058,SWHT,SBEG,38.0
5846,9060,SWHT,SBMN,45.0
5847,9061,SWHT,SBMY,46.0
5848,9062,SWHT,SBPV,43.0
5849,9064,SWHT,SBSN,47.0
5850,9066,SWHT,SWLB,38.0
5851,9067,SWHT,SWNK,28.0
5852,9069,SWII,SBTT,30.0
5853,9070,SWII,SWJP,30.0
5854,9071,SWIQ,SBBR,9.0
5855,9072,SWIQ,SBGO,9.0
5856,9073,SWIQ,SBPJ,9.0
5857,9074,SWIQ,SJHG,9.0
5858,9075,SWIQ,SWFX,10.0
5859,9076,SWIQ,SWGI,9.0
5860,9077,SWIQ,SWNQ,12.0
5861,9078,SWJH,SBAT,12.0
5862,9079,SWJH,SBCY,13.0
5863,9080,SWJH,SBSI,15.0
5864,9082,SWJH,SWJN,13.0
5865,9083,SWJH,SWJU,12.0
5866,9084,SWJH,SWRP,16.0
5867,9085,SWJH,SWSI,18.0
5868,9086,SWJI,SBAT,100.0
5869,9087,SWJI,SBAU,108.0
5870,9088,SWJI,SBBR,108.0
5871,9089,SWJI,SBCG,91.0
5872,9090,SWJI,SBCT,100.0
5873,9091,SWJI,SBCY,78.0
5874,9092,SWJI,SBEG,108.0
5875,9096,SWJI,SBGR,100.0
5876,9100,SWJI,SBPV,68.0
5877,9101,SWJI,SBRB,108.0
5878,9107,SWJI,SBVH,56.0
5879,9110,SWJN,SBCY,13.0
5880,9111,SWJN,SBVH,96.0
5881,9112,SWJN,SDNM,9.0
5882,9113,SWJN,SILC,9.0
5883,9114,SWJN,SIZX,49.0
5884,9116,SWJN,SSOU,9.0
5885,9117,SWJN,SWCI,18.0
5886,9118,SWJN,SWJH,14.0
5887,9120,SWJN,SWJU,14.0
5888,9121,SWJN,SWRP,24.0
5889,9122,SWJN,SWTS,9.0
5890,9123,SWJN,SWTU,16.0
5891,9126,SWJP,SBTT,30.0
5892,9127,SWJP,SWII,30.0
5893,9129,SWJU,SBCY,11.0
5894,9131,SWJU,SWJH,12.0
5895,9132,SWJU,SWJN,49.0
5896,9133,SWJU,SWRP,14.0
5897,9135,SWKK,SBCY,12.0
5898,9136,SWKK,SBJI,12.0
5899,9137,SWKK,SBPV,12.0
5900,9138,SWKK,SBVH,12.0
5901,9139,SWKN,SBBH,45.0
5902,9140,SWKN,SBBR,170.0
5903,9141,SWKN,SBGR,159.0
5904,9142,SWKN,SBRF,148.0
5905,9143,SWKN,SBSP,160.0
5906,9144,SWKN,SBUL,42.0
5907,9145,SWKO,SBEG,32.0
5908,9146,SWKO,SBIH,47.0
5909,9147,SWKO,SBMN,15.0
5910,9148,SWKO,SBSN,47.0
5911,9149,SWKO,SBTF,38.0
5912,9150,SWKO,SBTT,15.0
5913,9151,SWKO,SDCG,47.0
5914,9152,SWKO,SWCA,46.0
5915,9156,SWKO,SWLB,39.0
5916,9158,SWKO,SWTP,8.0
5917,9159,SWKQ,SBPL,70.0
5918,9160,SWKQ,SBRF,70.0
5919,9161,SWLB,SBEG,43.0
5920,9163,SWLB,SBMY,18.0
5921,9164,SWLB,SBPV,35.0
5922,9166,SWLB,SBTF,9.0
5923,9167,SWLB,SWHT,37.0
5924,9169,SWLB,SWKO,17.0
5925,9170,SWLB,SWNK,26.0
5926,9171,SWLC,SBBH,48.0
5927,9172,SWLC,SBBW,19.0
5928,9174,SWLC,SBGO,45.0
5929,9175,SWLC,SBGR,70.0
5930,9176,SWLC,SBKP,65.0
5931,9177,SWLC,SBRP,69.0
5932,9178,SWLC,SBSP,45.0
5933,9179,SWLC,SBSR,56.0
5934,9180,SWLC,SBUL,47.0
5935,9181,SWLC,SBUR,45.0
5936,9182,SWLC,SDCO,45.0
5937,9183,SWLC,SIMK,45.0
5938,9187,SWLF,SBBH,9.0
5939,9189,SWMP,6ASO,12.0
5940,9190,SWMP,SBCY,11.0
5941,9191,SWMP,SBIH,12.0
5942,9192,SWMP,SBSI,12.0
5943,9193,SWMP,SNNG,12.0
5944,9194,SWMP,SWSI,12.0
5945,9195,SWMP,SWVR,12.0
5946,9198,SWMW,SBEG,18.0
5947,9200,SWMW,SBIH,18.0
5948,9201,SWMW,SBMN,28.0
5949,9202,SWMW,SBSN,30.0
5950,9203,SWMW,SWPI,26.0
5951,9204,SWNA,SBEG,18.0
5952,9205,SWNA,SWBR,17.0
5953,9206,SWNK,SBEG,30.0
5954,9207,SWNK,SBPV,37.0
5955,9208,SWNK,SBRB,28.0
5956,9209,SWNK,SWHT,28.0
5957,9210,SWNK,SWLB,26.0
5958,9211,SWNQ,SBBR,12.0
5959,9213,SWNQ,SWGI,12.0
5960,9214,SWNQ,SWIQ,12.0
5961,9216,SWNS,SBBR,168.0
5962,9217,SWOB,SBEG,38.0
5963,9218,SWOB,SBTF,30.0
5964,9219,SWOB,SBTT,31.0
5965,9220,SWOB,SDCG,43.0
5966,9224,SWPH,SBCY,9.0
5967,9225,SWPH,SWFX,9.0
5968,9226,SWPI,SBBE,120.0
5969,9227,SWPI,SBBV,48.0
5970,9230,SWPI,SBEG,54.0
5971,9233,SWPI,SBIH,43.0
5972,9236,SWPI,SBSN,43.0
5973,9237,SWPI,SBTB,64.0
5974,9238,SWPI,SBTF,118.0
5975,9240,SWPI,SNOX,22.0
5976,9241,SWPI,SNTI,21.0
5977,9243,SWPI,SWMW,23.0
5978,9244,SWPI,SWPI,56.0
5979,9245,SWPJ,SBBR,87.0
5980,9247,SWPQ,SWFX,12.0
5981,9248,SWPY,SBCY,9.0
5982,9250,SWPY,SWHP,9.0
5983,9251,SWRD,SBAE,54.0
5984,9252,SWRD,SBAT,47.0
5985,9253,SWRD,SBAU,54.0
5986,9254,SWRD,SBBW,18.0
5987,9255,SWRD,SBCA,45.0
5988,9256,SWRD,SBCG,41.0
5989,9257,SWRD,SBCT,74.0
5990,9258,SWRD,SBCY,57.0
5991,9259,SWRD,SBDN,67.0
5992,9262,SWRD,SBGR,69.0
5993,9265,SWRD,SBKP,78.0
5994,9266,SWRD,SBLO,59.0
5995,9267,SWRD,SBMG,62.0
5996,9268,SWRD,SBML,47.0
5997,9269,SWRD,SBRP,54.0
5998,9270,SWRD,SBSR,57.0
5999,9271,SWRD,SBVH,30.0
6000,9272,SWRD,SJTC,30.0
6001,9273,SWRD,SNDV,30.0
6002,9274,SWRD,SSDO,42.0
6003,9276,SWRP,SBCY,13.0
6004,9277,SWRP,SIZX,14.0
6005,9278,SWRP,SJKB,18.0
6006,9279,SWRP,SWCI,18.0
6007,9280,SWRP,SWJH,16.0
6008,9281,SWRP,SWJN,22.0
6009,9282,SWRP,SWJU,49.0
6010,9285,SWSI,SBAT,48.0
6011,9286,SWSI,SBBR,65.0
6012,9287,SWSI,SBCG,110.0
6013,9288,SWSI,SBCY,63.0
6014,9289,SWSI,SBGO,74.0
6015,9291,SWSI,SBIH,14.0
6016,9292,SWSI,SBKP,106.0
6017,9294,SWSI,SBSJ,106.0
6018,9295,SWSI,SBSN,9.0
6019,9297,SWSI,SBVH,30.0
6020,9298,SWSI,SIKC,9.0
6021,9299,SWSI,SILC,29.0
6022,9300,SWSI,SIZX,19.0
6023,9301,SWSI,SJNP,9.0
6024,9302,SWSI,SNNG,10.0
6025,9303,SWSI,SSNM,29.0
6026,9304,SWSI,SWBZ,9.0
6027,9305,SWSI,SWMP,12.0
6028,9306,SWSI,SWRD,106.0
6029,9307,SWSI,SWSI,70.0
6030,9308,SWSI,SWXM,9.0
6031,9309,SWTP,SBEG,36.0
6032,9310,SWTP,SBTF,34.0
6033,9311,SWTP,SBUA,40.0
6034,9312,SWTP,SWBC,28.0
6035,9313,SWTP,SWKO,8.0
6036,9314,SWTS,SBCY,9.0
6037,9315,SWTS,SSOU,9.0
6038,9316,SWTS,SWBG,9.0
6039,9317,SWTS,SWCP,12.0
6040,9318,SWTS,SWJN,9.0
6041,9320,SWTU,SBCY,16.0
6042,9321,SWTU,SBVH,19.0
6043,9323,SWTU,SWCP,12.0
6044,9324,SWTU,SWJN,16.0
6045,9325,SWTU,SWJU,10.0
6046,9326,SWTU,SWRP,12.0
6047,9327,SWTU,SWTS,12.0
6048,9328,SWUY,SBEG,47.0
6049,9329,SWVC,SBCY,9.0
6050,9330,SWVC,SBPJ,9.0
6051,9331,SWVC,SJHG,9.0
6052,9332,SWVC,SWEK,9.0
6053,9333,SWVC,SWFX,9.0
6054,9334,SWVR,SBCY,12.0
6055,9337,SWVR,SWMP,12.0
6056,9340,SWXM,SNNG,9.0
6057,9341,SWXM,SWSI,9.0
6058,9342,SWYN,SBEG,9.0
6059,9344,SYCJ,SBBV,34.0
6060,9347,SYCJ,SMJP,29.0
6061,9348,SYCJ,TNCC,152.0
6062,9349,SYEC,SBBV,19.0
6063,9351,TBPB,SBGR,181.0
6064,9352,TBPB,TTCP,177.0
6065,9354,TFFF,SBGL,187.0
